,Dépenses opérationnelles,ETUDES,Identification des victimes,Recensement et identification  des 300.000 déplacées-victimes  dans les camps,5. Deploiement des equipes dans les camps,ET,2,4,05,ET.2.4.05,ETUDES _ Identification des victimes _ Recensement et identification  des 300.000 déplacées-victimes  dans les camps _ 5. Deploiement des equipes dans les camps,ET24,ETUDES  _  Identification des victimes _  Recensement et identification  des 300.000 déplacées-victimes  dans les camps,,,,,,,,,,,,,,,,,,,ETUDES2,,
,Dépenses opérationnelles,ETUDES,Identification des victimes,Recensement et identification  des 300.000 déplacées-victimes  dans les camps,6. Mission de supervision,ET,2,4,06,ET.2.4.06,ETUDES _ Identification des victimes _ Recensement et identification  des 300.000 déplacées-victimes  dans les camps _ 6. Mission de supervision,ET24,ETUDES  _  Identification des victimes _  Recensement et identification  des 300.000 déplacées-victimes  dans les camps,,,,,,,,,,,,,,,,,,,ETUDES2,,
,Dépenses opérationnelles,ETUDES,Identification des victimes,Recensement et identification  des 300.000 déplacées-victimes  dans les camps,Programme de retour volontaire,ET,2,4,07,ET.2.4.07,ETUDES _ Identification des victimes _ Recensement et identification  des 300.000 déplacées-victimes  dans les camps _ Programme de retour volontaire,ET24,ETUDES  _  Identification des victimes _  Recensement et identification  des 300.000 déplacées-victimes  dans les camps,,,,,,,,,,,,,,,,,,,ETUDES2,,
,Dépenses opérationnelles,ETUDES,Poursuivre les consultation des communautés sur le droit à la repartion,Catégorisation des communauté victimes,"identification, catégorisation des communautés en conflit en vue de la mise en oeuvre de l'observatoire des conflits en province",ET,3,1,01,ET.3.1.01,"ETUDES _ Poursuivre les consultation des communautés sur le droit à la repartion _ Catégorisation des communauté victimes _ identification, catégorisation des communautés en conflit en vue de la mise en oeuvre de l'observatoire des conflits en province",ET31,ETUDES  _  Poursuivre les consultation des communautés sur le droit à la repartion _  Catégorisation des communauté victimes,,,,,,,,,,,,,,,,,,,ETUDES3,,
,Dépenses opérationnelles,ETUDES,Poursuivre les consultation des communautés sur le droit à la repartion,Catégorisation des communauté victimes,"Repertoire des communautés victimes (directes et indirectes), non victimes et des communautés bourreaux",ET,3,1,02,ET.3.1.02,"ETUDES _ Poursuivre les consultation des communautés sur le droit à la repartion _ Catégorisation des communauté victimes _ Repertoire des communautés victimes (directes et indirectes), non victimes et des communautés bourreaux",ET31,ETUDES  _  Poursuivre les consultation des communautés sur le droit à la repartion _  Catégorisation des communauté victimes,,,,,,,,,,,,,,,,,,,ETUDES3,,
,Dépenses opérationnelles,ETUDES,Poursuivre les consultation des communautés sur le droit à la repartion,Consultation sur le droit à la repartion,1. Formation  des enqueteurs aux  chefs lieux des provinces sur la conduite des conultations,ET,3,2,01,ET.3.2.01,ETUDES _ Poursuivre les consultation des communautés sur le droit à la repartion _ Consultation sur le droit à la repartion _ 1. Formation  des enqueteurs aux  chefs lieux des provinces sur la conduite des conultations,ET32,ETUDES  _  Poursuivre les consultation des communautés sur le droit à la repartion _  Consultation sur le droit à la repartion,,,,,,,,,,,,,,,,,,,ETUDES3,,
,Dépenses opérationnelles,ETUDES,Poursuivre les consultation des communautés sur le droit à la repartion,Consultation sur le droit à la repartion,2. Deploiement des enqueteurs sur terrain,ET,3,2,02,ET.3.2.02,ETUDES _ Poursuivre les consultation des communautés sur le droit à la repartion _ Consultation sur le droit à la repartion _ 2. Deploiement des enqueteurs sur terrain,ET32,ETUDES  _  Poursuivre les consultation des communautés sur le droit à la repartion _  Consultation sur le droit à la repartion,,,,,,,,,,,,,,,,,,,ETUDES3,,
,Dépenses opérationnelles,ETUDES,Poursuivre les consultation des communautés sur le droit à la repartion,Consultation sur le droit à la repartion,3.Certification par la communauté à travers les focus group,ET,3,2,03,ET.3.2.03,ETUDES _ Poursuivre les consultation des communautés sur le droit à la repartion _ Consultation sur le droit à la repartion _ 3.Certification par la communauté à travers les focus group,ET32,ETUDES  _  Poursuivre les consultation des communautés sur le droit à la repartion _  Consultation sur le droit à la repartion,,,,,,,,,,,,,,,,,,,ETUDES3,,
,Dépenses opérationnelles,ETUDES,Poursuivre les consultation des communautés sur le droit à la repartion,Consultation sur le droit à la repartion,4. Mission de supervision par les agents du FONAREV,ET,3,2,04,ET.3.2.04,ETUDES _ Poursuivre les consultation des communautés sur le droit à la repartion _ Consultation sur le droit à la repartion _ 4. Mission de supervision par les agents du FONAREV,ET32,ETUDES  _  Poursuivre les consultation des communautés sur le droit à la repartion _  Consultation sur le droit à la repartion,,,,,,,,,,,,,,,,,,,ETUDES3,,
,Dépenses opérationnelles,ETUDES,Poursuivre les consultation des communautés sur le droit à la repartion,Consultation sur le droit à la repartion,5. Rédaction du cahier de charge des communauté,ET,3,2,05,ET.3.2.05,ETUDES _ Poursuivre les consultation des communautés sur le droit à la repartion _ Consultation sur le droit à la repartion _ 5. Rédaction du cahier de charge des communauté,ET32,ETUDES  _  Poursuivre les consultation des communautés sur le droit à la repartion _  Consultation sur le droit à la repartion,,,,,,,,,,,,,,,,,,,ETUDES3,,
,Dépenses opérationnelles,ETUDES,Poursuivre les consultation des communautés sur le droit à la repartion,"Organisation des ateliers de partage et échange sur les conflits actuells, passés ou latents et pistes des solutions","Organisation des ateliers de partage et échange sur les conflits actuells, passés ou latents et pistes des solutions",ET,3,3,01,ET.3.3.01,"ETUDES _ Poursuivre les consultation des communautés sur le droit à la repartion _ Organisation des ateliers de partage et échange sur les conflits actuells, passés ou latents et pistes des solutions _ Organisation des ateliers de partage et échange sur les conflits actuells, passés ou latents et pistes des solutions",ET33,"ETUDES  _  Poursuivre les consultation des communautés sur le droit à la repartion _  Organisation des ateliers de partage et échange sur les conflits actuells, passés ou latents et pistes des solutions",,,,,,,,,,,,,,,,,,,ETUDES3,,
,Dépenses opérationnelles,ETUDES,"Appui administratif, technique et financier aux associations des victimes",1.Accompagnement administratif et technique dans la formalisation et l'opérationnalisation des associations des victimes,Sensibilisation des victimes en vue de se constituer en association,ET,4,1,01,ET.4.1.01,"ETUDES _ Appui administratif, technique et financier aux associations des victimes _ 1.Accompagnement administratif et technique dans la formalisation et l'opérationnalisation des associations des victimes _ Sensibilisation des victimes en vue de se constituer en association",ET41,"ETUDES  _  Appui administratif, technique et financier aux associations des victimes _  1.Accompagnement administratif et technique dans la formalisation et l'opérationnalisation des associations des victimes",,,,,,,,,,,,,,,,,,,ETUDES4,,
,Dépenses opérationnelles,ETUDES,"Appui administratif, technique et financier aux associations des victimes","2.Renforcement des capacités ( JT, droits humains, droits des victimes, gestion, éducation financière, etc.) des associations des victimes pour renforcer système de gestion des AVEC et MUSO dans les territoires des provinces déjà identifiés en tout ou en partie",Supervision de la formation mise en œuvre par le partenaire,ET,4,2,01,ET.4.2.01,"ETUDES _ Appui administratif, technique et financier aux associations des victimes _ 2.Renforcement des capacités ( JT, droits humains, droits des victimes, gestion, éducation financière, etc.) des associations des victimes pour renforcer système de gestion des AVEC et MUSO dans les territoires des provinces déjà identifiés en tout ou en partie _ Supervision de la formation mise en œuvre par le partenaire",ET42,"ETUDES  _  Appui administratif, technique et financier aux associations des victimes _  2.Renforcement des capacités ( JT, droits humains, droits des victimes, gestion, éducation financière, etc.) des associations des victimes pour renforcer système de gestion des AVEC et MUSO dans les territoires des provinces déjà identifiés en tout ou en partie",,,,,,,,,,,,,,,,,,,ETUDES4,,
,Dépenses opérationnelles,ETUDES,"Appui administratif, technique et financier aux associations des victimes",3.Octroi de Subvention des mutuels de solidarité et AVEC par consortium,Coaching sur la mise en œuvre de projet par le partenaire,ET,4,3,01,ET.4.3.01,"ETUDES _ Appui administratif, technique et financier aux associations des victimes _ 3.Octroi de Subvention des mutuels de solidarité et AVEC par consortium _ Coaching sur la mise en œuvre de projet par le partenaire",ET43,"ETUDES  _  Appui administratif, technique et financier aux associations des victimes _  3.Octroi de Subvention des mutuels de solidarité et AVEC par consortium",,,,,,,,,,,,,,,,,,,ETUDES4,,
,Dépenses opérationnelles,ETUDES,"Appui administratif, technique et financier aux associations des victimes",4.Programme de construction des infrastructures  pour le developpement des activités AGR des associations des victimes,1. Mission exploratoire,ET,4,4,01,ET.4.4.01,"ETUDES _ Appui administratif, technique et financier aux associations des victimes _ 4.Programme de construction des infrastructures  pour le developpement des activités AGR des associations des victimes _ 1. Mission exploratoire",ET44,"ETUDES  _  Appui administratif, technique et financier aux associations des victimes _  4.Programme de construction des infrastructures  pour le developpement des activités AGR des associations des victimes",,,,,,,,,,,,,,,,,,,ETUDES4,,
,Dépenses opérationnelles,ETUDES,"Appui administratif, technique et financier aux associations des victimes",4.Programme de construction des infrastructures  pour le developpement des activités AGR des associations des victimes,2. Etude de faisabilité,ET,4,4,02,ET.4.4.02,"ETUDES _ Appui administratif, technique et financier aux associations des victimes _ 4.Programme de construction des infrastructures  pour le developpement des activités AGR des associations des victimes _ 2. Etude de faisabilité",ET44,"ETUDES  _  Appui administratif, technique et financier aux associations des victimes _  4.Programme de construction des infrastructures  pour le developpement des activités AGR des associations des victimes",,,,,,,,,,,,,,,,,,,ETUDES4,,
,Dépenses opérationnelles,ETUDES,"Appui administratif, technique et financier aux associations des victimes",4.Programme de construction des infrastructures  pour le developpement des activités AGR des associations des victimes,3. Recrutement du partenaire,ET,4,4,03,ET.4.4.03,"ETUDES _ Appui administratif, technique et financier aux associations des victimes _ 4.Programme de construction des infrastructures  pour le developpement des activités AGR des associations des victimes _ 3. Recrutement du partenaire",ET44,"ETUDES  _  Appui administratif, technique et financier aux associations des victimes _  4.Programme de construction des infrastructures  pour le developpement des activités AGR des associations des victimes",,,,,,,,,,,,,,,,,,,ETUDES4,,
,Dépenses opérationnelles,ETUDES,"Appui administratif, technique et financier aux associations des victimes",5.Reseautage,Mise en place du circuit de distribution,ET,4,5,01,ET.4.5.01,"ETUDES _ Appui administratif, technique et financier aux associations des victimes _ 5.Reseautage _ Mise en place du circuit de distribution",ET45,"ETUDES  _  Appui administratif, technique et financier aux associations des victimes _  5.Reseautage",,,,,,,,,,,,,,,,,,,ETUDES4,,
,Dépenses opérationnelles,ETUDES,"Appui administratif, technique et financier aux associations des victimes",5.Reseautage,Recrutement d'un incubateur pour la transformation,ET,4,5,02,ET.4.5.02,"ETUDES _ Appui administratif, technique et financier aux associations des victimes _ 5.Reseautage _ Recrutement d'un incubateur pour la transformation",ET45,"ETUDES  _  Appui administratif, technique et financier aux associations des victimes _  5.Reseautage",,,,,,,,,,,,,,,,,,,ETUDES4,,
,Dépenses opérationnelles,ETUDES,"Appui administratif, technique et financier aux associations des victimes",5.Reseautage,Rencontre avec les operateurs économiques,ET,4,5,03,ET.4.5.03,"ETUDES _ Appui administratif, technique et financier aux associations des victimes _ 5.Reseautage _ Rencontre avec les operateurs économiques",ET45,"ETUDES  _  Appui administratif, technique et financier aux associations des victimes _  5.Reseautage",,,,,,,,,,,,,,,,,,,ETUDES4,,
,Dépenses opérationnelles,ETUDES,Suivi-Evaluation des programmes,Suivi-evaluation du processus d'identification des victimes,1. Mission de suivi-evaluation,ET,5,1,01,ET.5.1.01,ETUDES _ Suivi-Evaluation des programmes _ Suivi-evaluation du processus d'identification des victimes _ 1. Mission de suivi-evaluation,ET51,ETUDES  _  Suivi-Evaluation des programmes _  Suivi-evaluation du processus d'identification des victimes,,,,,,,,,,,,,,,,,,,ETUDES5,,
,Dépenses opérationnelles,ETUDES,Suivi-Evaluation des programmes,Suivi-evaluation du processus d'identification des victimes,2. Recrutement des experts pour la modelisation du processus d'identification du FONAREV par type des conflits,ET,5,1,02,ET.5.1.02,ETUDES _ Suivi-Evaluation des programmes _ Suivi-evaluation du processus d'identification des victimes _ 2. Recrutement des experts pour la modelisation du processus d'identification du FONAREV par type des conflits,ET51,ETUDES  _  Suivi-Evaluation des programmes _  Suivi-evaluation du processus d'identification des victimes,,,,,,,,,,,,,,,,,,,ETUDES5,,
,Dépenses opérationnelles,ETUDES,Suivi-Evaluation des programmes,Suivi-Evaluation des programmes,Suivi du programme d'appui à l'écosystème,ET,5,2,01,ET.5.2.01,ETUDES _ Suivi-Evaluation des programmes _ Suivi-Evaluation des programmes _ Suivi du programme d'appui à l'écosystème,ET52,ETUDES  _  Suivi-Evaluation des programmes _  Suivi-Evaluation des programmes,,,,,,,,,,,,,,,,,,,ETUDES5,,
